"rt","stimulus","button_pressed","test_part","trial_type","trial_index","time_elapsed","internal_node_id","subject","session","experiment_name","complete","totalTime","key_press","currentStim","recognized","aha"
"62960","<div style='word-wrap: break-word; width: 900px'><h3>Please consider this information carefully before deciding whether to participate in this research</h3><ul style='text-align: left; font-size: .8em;'><li><b>Purpose of the research</b>: To examine how people process images.</li><li><b>What you will do in this research</b>:  Stimuli (images) will be presented on the computer and you will be asked different questions about them.</li><li><b>Time required</b>: Participation will take max 60 minutes to complete.</li><li><b>Risks</b>:  There are no anticipated risks associated with participating in this study. The effects of participating should be comparable to those you would experience from viewing a computer monitor for 60 minutes and using a mouse or keyboard.</li><li><b>Benefits</b>:  This study provides no benefits to you individually. The study provides important information about the nature of perception and learning.</li><li><b>Confidentiality</b>:  Your participation in this study will remain confidential. No personally identifiable information will be associated with your data. Your de-identified data may be shared with other researchers and used in future projects.</li><li><b>Participation and withdrawal</b>:  Your participation in this study is completely voluntary and you may refuse to participate or you may choose to withdraw at any time without penalty.</li><li><b>How to contact the researchers</b>: If you have questions or concerns about your participation or payment, or want to request a summary of research findings, please contact Sander Van de Cruys (KU Leuven), at sander.vandecruys@kuleuven.be.</li></ul><p>The nature and purpose of this research have been sufficiently explained and I agree to participate in this study.  I understand that I am free to withdraw at any time without incurring any penalty.</p><p>Please consent by clicking the button below to continue. Otherwise, please exit the study at this time.</p></div>","0","instructions","html-button-response","0","62963","0.0-0.0","NVH","1","pretest","true","3715810","","","",""
"113592","<div style='word-wrap: break-word; width: 900px'><h3>Instructions</h3><p>In this experiment you will see a series of distorted images like the one below on the left. As you can see in the righthand image, the distorted images are derived from actual photographs.In what follows, you will <strong>briefly</strong> be presented with <strong>only</strong> the distorted image.</p> <div style='float: left; margin-right: 20px;'><img src='../img/018tt.jpg' height='250' width='250'></img></div><div style='float: right; margin-left: 20px;'><img src='../img/018gs.jpg' height='250' width='250'></img></div><p>To be useful for future research, we need to select those images that people can generally not solve on their own. Therefore we'll show you the distorted image and ask you to indicate (yes or no) whether you already recognized what was in the image. This is not a competition, so please respond truthfully. We don't ask or check your answer, we just want to know whether you think you recognized it. All images depict objects from one of these broad level categories: animals, inanimate objects, plants, sports, vehicles, and food. Recognizing means knowing more than these broad labels for a given image. It means knowing at least the basic level category of the main object in the image, for example when you see a parrot in the image, 'parrot' will obviously be a correct answer but also correct is 'bird', but not 'animal' (the broad level category). For the example above, 'rose' would be correct or 'flower', but not 'plant'. When soccer players are depicted, you don't recognize the image when you just see 'humans', 'outdoors', or 'sports'. Note that complete certainty about your answer is not necessary, it's enough to have a good, definite guess on the object, to say 'yes, I recognized it'.</p><p>One additional question will be asked after we've revealed the solution: You'll be asked to indicate how strong your <strong>aha-experience</strong> was. This describes the positive 'click' you sometimes experience, when the pieces of the 'puzzle' fall together and you suddenly have 'insight' in the image. It describes how good you felt the 'fit' was between the distorted image and the solution.</p><p>Press any key to start.</p></div>","","instructions","html-keyboard-response","1","176558","0.0-1.0","NVH","1","pretest","true","3715810","32","","",""
"null","<div style=""font-size:60px;""> </div>","","fixation","html-keyboard-response","2","176760","0.0-2.0-0.0","NVH","1","pretest","true","3715810","null","","",""
"null","../img/tt/1159tt.jpg","","mooney1","image-keyboard-response","3","179765","0.0-2.0-1.0","NVH","1","pretest","true","3715810","null","../img/tt/1159tt.jpg","",""
"4820","<p></p>","","recognized","html-keyboard-response","4","184587","0.0-2.0-2.0","NVH","1","pretest","true","3715810","78","../img/tt/1159tt.jpg","n",""
"null","../img/gs/1159gs.jpg","","solution","image-keyboard-response","5","186590","0.0-2.0-3.0","NVH","1","pretest","true","3715810","null","","",""
"null","../img/tt/1159tt.jpg","","mooney2","image-keyboard-response","6","188592","0.0-2.0-4.0","NVH","1","pretest","true","3715810","null","","",""
"18631","<p>How strong was your <strong>aha-experience</strong>?</p>","","aha","html-keyboard-response","7","207225","0.0-2.0-5.0","NVH","1","pretest","true","3715810","52","../img/tt/1159tt.jpg","","4"
"null","<div style=""font-size:60px;""> </div>","","fixation","html-keyboard-response","8","207429","0.0-2.0-0.1","NVH","1","pretest","true","3715810","null","","",""
"null","../img/tt/1043tt.jpg","","mooney1","image-keyboard-response","9","210433","0.0-2.0-1.1","NVH","1","pretest","true","3715810","null","../img/tt/1043tt.jpg","",""
"1341","<p></p>","","recognized","html-keyboard-response","10","211775","0.0-2.0-2.1","NVH","1","pretest","true","3715810","78","../img/tt/1043tt.jpg","n",""
"null","../img/gs/1043gs.jpg","","solution","image-keyboard-response","11","213777","0.0-2.0-3.1","NVH","1","pretest","true","3715810","null","","",""
"null","../img/tt/1043tt.jpg","","mooney2","image-keyboard-response","12","215780","0.0-2.0-4.1","NVH","1","pretest","true","3715810","null","","",""
"8151","<p>How strong was your <strong>aha-experience</strong>?</p>","","aha","html-keyboard-response","13","223934","0.0-2.0-5.1","NVH","1","pretest","true","3715810","52","../img/tt/1043tt.jpg","","4"
"null","<div style=""font-size:60px;""> </div>","","fixation","html-keyboard-response","14","224137","0.0-2.0-0.2","NVH","1","pretest","true","3715810","null","","",""
"null","../img/tt/1205tt.jpg","","mooney1","image-keyboard-response","15","227140","0.0-2.0-1.2","NVH","1","pretest","true","3715810","null","../img/tt/1205tt.jpg","",""
"645","<p></p>","","recognized","html-keyboard-response","16","227788","0.0-2.0-2.2","NVH","1","pretest","true","3715810","78","../img/tt/1205tt.jpg","n",""
"null","../img/gs/1205gs.jpg","","solution","image-keyboard-response","17","229790","0.0-2.0-3.2","NVH","1","pretest","true","3715810","null","","",""
"null","../img/tt/1205tt.jpg","","mooney2","image-keyboard-response","18","231794","0.0-2.0-4.2","NVH","1","pretest","true","3715810","null","","",""
"6217","<p>How strong was your <strong>aha-experience</strong>?</p>","","aha","html-keyboard-response","19","238013","0.0-2.0-5.2","NVH","1","pretest","true","3715810","50","../img/tt/1205tt.jpg","","2"
"null","<div style=""font-size:60px;""> </div>","","fixation","html-keyboard-response","20","238215","0.0-2.0-0.3","NVH","1","pretest","true","3715810","null","","",""
"null","../img/tt/1141tt.jpg","","mooney1","image-keyboard-response","21","241218","0.0-2.0-1.3","NVH","1","pretest","true","3715810","null","../img/tt/1141tt.jpg","",""
"829","<p></p>","","recognized","html-keyboard-response","22","242049","0.0-2.0-2.3","NVH","1","pretest","true","3715810","89","../img/tt/1141tt.jpg","y",""
"null","../img/gs/1141gs.jpg","","solution","image-keyboard-response","23","244052","0.0-2.0-3.3","NVH","1","pretest","true","3715810","null","","",""
"null","../img/tt/1141tt.jpg","","mooney2","image-keyboard-response","24","246055","0.0-2.0-4.3","NVH","1","pretest","true","3715810","null","","",""
"5499","<p>How strong was your <strong>aha-experience</strong>?</p>","","aha","html-keyboard-response","25","251557","0.0-2.0-5.3","NVH","1","pretest","true","3715810","49","../img/tt/1141tt.jpg","","1"
"null","<div style=""font-size:60px;""> </div>","","fixation","html-keyboard-response","26","251758","0.0-2.0-0.4","NVH","1","pretest","true","3715810","null","","",""
"null","../img/tt/1264tt.jpg","","mooney1","image-keyboard-response","27","254762","0.0-2.0-1.4","NVH","1","pretest","true","3715810","null","../img/tt/1264tt.jpg","",""
"833","<p></p>","","recognized","html-keyboard-response","28","255596","0.0-2.0-2.4","NVH","1","pretest","true","3715810","89","../img/tt/1264tt.jpg","y",""
"null","../img/gs/1264gs.jpg","","solution","image-keyboard-response","29","257600","0.0-2.0-3.4","NVH","1","pretest","true","3715810","null","","",""
"null","../img/tt/1264tt.jpg","","mooney2","image-keyboard-response","30","259602","0.0-2.0-4.4","NVH","1","pretest","true","3715810","null","","",""
"3307","<p>How strong was your <strong>aha-experience</strong>?</p>","","aha","html-keyboard-response","31","262911","0.0-2.0-5.4","NVH","1","pretest","true","3715810","49","../img/tt/1264tt.jpg","","1"
"null","<div style=""font-size:60px;""> </div>","","fixation","html-keyboard-response","32","263113","0.0-2.0-0.5","NVH","1","pretest","true","3715810","null","","",""
"null","../img/tt/065tt.jpg","","mooney1","image-keyboard-response","33","266115","0.0-2.0-1.5","NVH","1","pretest","true","3715810","null","../img/tt/065tt.jpg","",""
"1136","<p></p>","","recognized","html-keyboard-response","34","267252","0.0-2.0-2.5","NVH","1","pretest","true","3715810","78","../img/tt/065tt.jpg","n",""
"null","../img/gs/065gs.jpg","","solution","image-keyboard-response","35","269255","0.0-2.0-3.5","NVH","1","pretest","true","3715810","null","","",""
"null","../img/tt/065tt.jpg","","mooney2","image-keyboard-response","36","271258","0.0-2.0-4.5","NVH","1","pretest","true","3715810","null","","",""
"2087","<p>How strong was your <strong>aha-experience</strong>?</p>","","aha","html-keyboard-response","37","273347","0.0-2.0-5.5","NVH","1","pretest","true","3715810","53","../img/tt/065tt.jpg","","5"
"null","<div style=""font-size:60px;""> </div>","","fixation","html-keyboard-response","38","273548","0.0-2.0-0.6","NVH","1","pretest","true","3715810","null","","",""
"null","../img/tt/085tt.jpg","","mooney1","image-keyboard-response","39","276552","0.0-2.0-1.6","NVH","1","pretest","true","3715810","null","../img/tt/085tt.jpg","",""
"1261","<p></p>","","recognized","html-keyboard-response","40","277814","0.0-2.0-2.6","NVH","1","pretest","true","3715810","89","../img/tt/085tt.jpg","y",""
"null","../img/gs/085gs.jpg","","solution","image-keyboard-response","41","279818","0.0-2.0-3.6","NVH","1","pretest","true","3715810","null","","",""
"null","../img/tt/085tt.jpg","","mooney2","image-keyboard-response","42","281821","0.0-2.0-4.6","NVH","1","pretest","true","3715810","null","","",""
"21496","<p>How strong was your <strong>aha-experience</strong>?</p>","","aha","html-keyboard-response","43","303318","0.0-2.0-5.6","NVH","1","pretest","true","3715810","50","../img/tt/085tt.jpg","","2"
"null","<div style=""font-size:60px;""> </div>","","fixation","html-keyboard-response","44","303520","0.0-2.0-0.7","NVH","1","pretest","true","3715810","null","","",""
"null","../img/tt/1144tt.jpg","","mooney1","image-keyboard-response","45","306523","0.0-2.0-1.7","NVH","1","pretest","true","3715810","null","../img/tt/1144tt.jpg","",""
